id,group,routs
10021,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
10022,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
10023,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
10026,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
10027,0,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'fuwutai', 'zhanting', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'D', 'haibao', 'chukou']"
10032,0,"['rukou', 'qiandao', 'haibao', 'D', 'haibao', 'ROOM1', 'haibao', 'qiandao', 'chukou']"
10037,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
10041,1,"['rukou', 'qiandao', 'haibao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
10043,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
10045,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'A', 'haibao', 'fuwutai', 'zhanting', 'chukou']"
10046,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'xiuxian', 'ROOM5', 'ROOM1', 'fuwutai', 'chukou']"
10049,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
10050,7,"['rukou', 'qiandao', 'haibao', 'chukou']"
10051,0,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'D', 'haibao', 'chukou']"
10053,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'chukou']"
10056,4,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'zhuhuichang', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
10058,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'chukou']"
10060,3,"['rukou', 'qiandao', 'ROOM3', 'fuwutai', 'zhanting', 'chukou']"
10068,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10077,2,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'haibao', 'chukou']"
10080,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
10081,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10082,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'xiuxian', 'chukou']"
10083,4,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'zhanting', 'xiuxian', 'haibao', 'C', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10084,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'xiuxian', 'haibao', 'C', 'chukou']"
10085,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'haibao', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'chukou']"
10088,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
10089,4,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'qiandao', 'chukou']"
10090,1,"['rukou', 'qiandao', 'zhanting', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'haibao', 'chukou']"
10092,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'A', 'haibao', 'B', 'haibao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
10093,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'D', 'haibao', 'xiuxian', 'C', 'haibao', 'chukou']"
10094,4,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10095,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'qiandao', 'zhanting', 'haibao', 'zhanting', 'chukou']"
10098,4,"['rukou', 'qiandao', 'A', 'haibao', 'A', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
10101,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10107,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'fuwutai', 'canting', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10108,4,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
10109,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
10111,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'B', 'haibao', 'fuwutai', 'zhuhuichang', 'ROOM1', 'ROOM2', 'canting', 'chukou']"
10112,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10115,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'haibao', 'fuwutai', 'zhuhuichang', 'canting', 'chukou']"
10117,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'A', 'haibao', 'A', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
10118,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
10121,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'fuwutai', 'ROOM5', 'ROOM1', 'chukou']"
10123,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
10127,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
10134,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
10135,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10136,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
10137,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
10141,4,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
10142,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'D', 'haibao', 'xiuxian', 'D', 'haibao', 'chukou']"
10143,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'zhanting', 'haibao', 'B', 'haibao', 'chukou']"
10145,7,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'chukou']"
10146,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'ROOM1', 'xiuxian', 'chukou']"
10147,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'A', 'haibao', 'chukou']"
10150,4,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'ROOM1', 'haibao', 'C', 'haibao', 'qiandao', 'chukou']"
10151,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
10152,4,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
10155,2,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'chukou']"
10157,4,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'fuwutai', 'chukou']"
10160,2,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'fuwutai', 'canting', 'chukou']"
10161,4,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'xiuxian', 'zhanting', 'chukou']"
10162,2,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'ROOM3', 'fuwutai', 'xiuxian', 'zhuhuichang', 'canting', 'chukou']"
10163,2,"['rukou', 'qiandao', 'zhuhuichang', 'ROOM3', 'haibao', 'fuwutai', 'zhuhuichang', 'canting', 'chukou']"
10164,6,"['rukou', 'qiandao', 'ROOM6', 'qiandao', 'ROOM6', 'qiandao', 'chukou']"
10167,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'zhanting', 'canting', 'xiuxian', 'haibao', 'A', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'A', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
10170,2,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'canting', 'chukou']"
10172,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'zhanting', 'ROOM1', 'haibao', 'chukou']"
10173,0,"['rukou', 'qiandao', 'fuwutai', 'haibao', 'D', 'haibao', 'D', 'haibao', 'chukou']"
10174,4,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'zhanting', 'haibao', 'A', 'haibao', 'chukou']"
10178,0,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'zhanting', 'haibao', 'D', 'haibao', 'xiuxian', 'D', 'haibao', 'chukou']"
10181,5,"['rukou', 'ROOM2', 'zhuhuichang', 'ROOM2', 'zhuhuichang', 'canting', 'ROOM2', 'haibao', 'A', 'haibao', 'ROOM2', 'ROOM1', 'ROOM2', 'canting', 'chukou']"
10183,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10185,4,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'C', 'haibao', 'qiandao', 'chukou']"
10186,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
10188,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'haibao', 'D', 'haibao', 'fuwutai', 'haibao', 'D', 'haibao', 'chukou']"
10190,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10192,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'xiuxian', 'canting', 'xiuxian', 'haibao', 'zhanting', 'haibao', 'A', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
10193,4,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'fuwutai', 'chukou']"
10194,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'ROOM1', 'haibao', 'zhanting', 'chukou']"
10196,6,"['rukou', 'ROOM6', 'qiandao', 'ROOM6', 'qiandao', 'haibao', 'ROOM6', 'qiandao', 'chukou']"
10204,2,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'chukou']"
10205,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
10206,2,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'chukou']"
10214,2,"['rukou', 'qiandao', 'fuwutai', 'ROOM4', 'zhuhuichang', 'ROOM4', 'zhuhuichang', 'ROOM4', 'zhuhuichang', 'ROOM4', 'zhuhuichang', 'fuwutai', 'canting', 'ROOM4', 'haibao', 'ROOM4', 'ROOM1', 'ROOM4', 'fuwutai', 'canting', 'chukou']"
10215,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'chukou']"
10216,2,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'canting', 'chukou']"
10217,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10218,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'fuwutai', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'D', 'haibao', 'xiuxian', 'chukou']"
10221,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'ROOM3', 'zhanting', 'xiuxian', 'canting', 'xiuxian', 'haibao', 'A', 'haibao', 'ROOM1', 'haibao', 'B', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'A', 'haibao', 'chukou']"
10225,2,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
10228,0,"['rukou', 'qiandao', 'haibao', 'zhanting', 'D', 'haibao', 'xiuxian', 'D', 'chukou']"
10231,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'xiuxian', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'A', 'haibao', 'zhanting', 'ROOM1', 'haibao', 'A', 'haibao', 'chukou']"
10232,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'ROOM5', 'ROOM1', 'chukou']"
10233,2,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
10236,4,"['rukou', 'qiandao', 'haibao', 'C', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'chukou']"
10240,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'fuwutai', 'zhanting', 'ROOM1', 'chukou']"
10243,5,"['rukou', 'ROOM2', 'fuwutai', 'zhuhuichang', 'ROOM2', 'zhuhuichang', 'canting', 'haibao', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'C', 'ROOM2', 'ROOM1', 'haibao', 'ROOM2', 'chukou']"
10245,5,"['rukou', 'ROOM2', 'zhuhuichang', 'haibao', 'ROOM2', 'haibao', 'zhuhuichang', 'canting', 'zhuhuichang', 'ROOM2', 'haibao', 'ROOM2', 'haibao', 'C', 'haibao', 'ROOM2', 'haibao', 'C', 'haibao', 'ROOM2', 'canting', 'chukou']"
10246,2,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
10249,4,"['rukou', 'qiandao', 'zhanting', 'haibao', 'A', 'haibao', 'xiuxian', 'zhanting', 'ROOM1', 'fuwutai', 'chukou']"
10252,4,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'chukou']"
10256,2,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'chukou']"
10261,4,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'fuwutai', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'chukou']"
10264,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'fuwutai', 'xiuxian', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10265,4,"['rukou', 'qiandao', 'zhuhuichang', 'fuwutai', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'A', 'haibao', 'chukou']"
10266,4,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhuhuichang', 'ROOM3', 'haibao', 'zhuhuichang', 'canting', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'chukou']"
10271,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'fuwutai', 'canting', 'fuwutai', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10272,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'fuwutai', 'xiuxian', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'fuwutai', 'haibao', 'xiuxian', 'haibao', 'C', 'haibao', 'A', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'C', 'haibao', 'chukou']"
10275,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10279,4,"['rukou', 'qiandao', 'zhanting', 'haibao', 'B', 'haibao', 'A', 'haibao', 'chukou']"
10280,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'haibao', 'fuwutai', 'zhuhuichang', 'fuwutai', 'canting', 'zhanting', 'haibao', 'B', 'haibao', 'A', 'haibao', 'B', 'haibao', 'qiandao', 'chukou']"
10282,5,"['rukou', 'ROOM2', 'zhuhuichang', 'canting', 'haibao', 'ROOM2', 'haibao', 'ROOM2', 'D', 'haibao', 'ROOM2', 'haibao', 'C', 'haibao', 'chukou']"
10284,1,"['rukou', 'qiandao', 'ROOM5', 'canting', 'haibao', 'ROOM5', 'ROOM1', 'chukou']"
10289,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'C', 'haibao', 'chukou']"
10290,0,"['rukou', 'qiandao', 'zhanting', 'D', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'D', 'qiandao', 'chukou']"
10291,3,"['rukou', 'qiandao', 'zhanting', 'canting', 'chukou']"
10292,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'haibao', 'chukou']"
10293,4,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
10295,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'canting', 'haibao', 'B', 'xiuxian', 'ROOM1', 'haibao', 'chukou']"
10296,4,"['rukou', 'qiandao', 'zhuhuichang', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'A', 'chukou']"
10298,4,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'ROOM3', 'fuwutai', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'B', 'haibao', 'chukou']"
10301,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'chukou']"
10305,7,"['rukou', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10309,6,"['rukou', 'qiandao', 'ROOM6', 'B', 'haibao', 'chukou']"
10311,4,"['rukou', 'qiandao', 'haibao', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'ROOM1', 'haibao', 'A', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'chukou']"
10314,3,"['rukou', 'qiandao', 'ROOM3', 'zhanting', 'qiandao', 'haibao', 'zhanting', 'chukou']"
10316,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
10317,2,"['rukou', 'qiandao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'ROOM3', 'fuwutai', 'zhanting', 'ROOM1', 'haibao', 'chukou']"
10319,4,"['rukou', 'qiandao', 'haibao', 'zhanting', 'zhuhuichang', 'ROOM3', 'zhanting', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'A', 'haibao', 'chukou']"
10320,4,"['rukou', 'qiandao', 'zhuhuichang', 'xiuxian', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'zhanting', 'haibao', 'B', 'haibao', 'xiuxian', 'haibao', 'B', 'haibao', 'chukou']"
10321,4,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'zhanting', 'haibao', 'C', 'haibao', 'xiuxian', 'ROOM1', 'xiuxian', 'chukou']"
10322,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'chukou']"
10324,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'chukou']"
10325,4,"['rukou', 'qiandao', 'fuwutai', 'zhuhuichang', 'haibao', 'zhuhuichang', 'fuwutai', 'canting', 'xiuxian', 'haibao', 'C', 'haibao', 'xiuxian', 'C', 'haibao', 'chukou']"
10326,4,"['rukou', 'qiandao', 'B', 'haibao', 'xiuxian', 'ROOM1', 'haibao', 'chukou']"
10329,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'fuwutai', 'chukou']"
10331,0,"['rukou', 'qiandao', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'zhanting', 'zhuhuichang', 'canting', 'xiuxian', 'zhanting', 'haibao', 'D', 'haibao', 'zhanting', 'xiuxian', 'ROOM1', 'haibao', 'D', 'haibao', 'chukou']"
10334,2,"['rukou', 'qiandao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'haibao', 'zhuhuichang', 'fuwutai', 'chukou']"
10336,3,"['rukou', 'qiandao', 'zhanting', 'chukou']"
10339,3,"['rukou', 'qiandao', 'fuwutai', 'zhanting', 'fuwutai', 'chukou']"
10341,7,"['rukou', 'qiandao', 'haibao', 'fuwutai', 'zhanting', 'chukou']"
10345,6,"['rukou', 'ROOM6', 'qiandao', 'ROOM6', 'qiandao', 'chukou']"
10346,4,"['rukou', 'qiandao', 'haibao', 'B', 'haibao', 'A', 'haibao', 'A', 'haibao', 'chukou']"
