"id","area_A","area_B","area_C","area_D","area_sign","area_poster","area_wc1","area_wc2","area_wc3","area_room1","area_room2","area_room3","area_room4","area_room5","area_room6","area_serve","area_disc","area_main","area_canteen","area_leisure","area_other","area_ladder2","area_ladder4","area_ladder1","area_ladder3"
"10090",0,0,0,0,219,0,339,262,323,603,0,0,0,24021,0,21,0,0,935,0,1121,188,198,,
"10091",2073,4043,0,0,302,594,337,0,0,0,0,0,0,0,0,0,0,0,0,3372,1286,42,43,,
"10092",10289,0,0,0,142,719,275,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,,,,
"10094",0,0,0,0,339,464,0,43,0,0,0,629,0,0,0,0,309,11590,152,0,1714,94,79,,
"10097",0,0,0,0,416,0,0,161,0,0,0,139,0,0,0,0,1553,0,0,0,1125,,,,
"10098",10233,0,0,0,462,86,0,285,0,0,0,0,0,0,0,0,1026,0,0,0,1700,,,,
"10101",0,0,0,0,371,0,0,210,0,0,0,564,0,0,0,79,223,9421,159,0,1592,115,120,,
"10107",0,5580,0,0,343,130,990,0,0,516,0,612,0,0,0,12,1501,12075,619,6256,3889,171,180,,
"10111",981,5665,0,0,0,97,0,216,143,353,7956,0,0,0,0,0,0,11941,954,0,2705,,,79,79
"10115",0,0,6211,3034,500,82,0,0,1094,353,0,0,0,0,0,7,971,12439,1370,4253,1650,144,133,,
"10117",0,0,0,9930,290,365,322,241,525,696,0,0,0,0,0,0,866,12212,1110,3764,2255,130,123,,
"10121",0,0,0,0,219,14,105,0,940,412,0,0,0,19570,0,0,850,0,1118,0,727,90,88,,
"10123",0,0,0,0,251,39,278,46,0,0,0,0,0,0,0,0,176,11763,0,0,1585,,,,
"10126",0,0,0,0,420,244,250,0,0,0,0,52,0,0,0,0,2513,0,0,0,1538,40,39,,
"10127",0,0,9666,0,381,450,287,205,153,541,0,0,0,0,0,21,473,12898,1169,2341,3810,209,201,,
"10134",0,0,0,0,298,7,84,314,0,0,0,637,0,0,0,8,1307,10657,364,0,1220,44,44,,
"10135",9456,0,0,0,151,267,252,81,0,337,0,0,0,0,0,0,994,0,0,0,1420,7,,,
"10136",0,0,0,6197,342,486,272,487,0,414,0,0,0,0,0,0,3256,12464,959,4409,3491,153,141,,
"10143",0,0,0,0,340,0,0,62,0,0,0,446,0,0,0,9,117,11518,0,175,2390,98,109,,
"10145",0,0,9945,0,260,294,682,114,123,557,0,0,0,0,0,16,800,12269,1546,3612,2672,124,118,,
"10146",0,0,0,0,288,2126,223,0,0,0,0,0,0,0,0,0,2633,0,0,0,2748,,,,
"10148",0,0,0,0,395,0,0,73,0,0,0,0,0,0,0,112,1782,0,0,0,2829,11,,,
"10150",0,0,0,4292,402,1348,925,410,0,808,0,0,0,0,0,0,328,11845,1131,6897,2867,191,188,,
"10151",0,0,0,0,473,178,74,0,0,0,0,0,0,0,0,0,0,6980,34,0,1444,63,58,,
"10152",0,0,0,0,443,55,0,315,0,0,0,576,0,0,0,0,4045,5669,0,0,1726,8,,,
"10160",0,0,0,0,469,10,0,511,0,0,0,0,0,0,0,0,358,11530,398,0,2416,59,82,,
"10162",0,8441,0,0,372,1099,351,0,197,479,0,0,0,0,0,16,0,12569,786,5359,3017,336,354,,
"10163",1288,5759,0,0,345,384,648,437,170,764,0,0,0,0,0,8,0,12127,1024,5078,3392,163,136,,
"10164",0,0,0,0,33185,0,0,0,645,0,0,0,0,0,2702,0,0,0,0,0,490,107,92,,
"10167",0,4955,0,0,262,901,357,389,50,226,0,655,0,0,0,0,0,12085,1447,8202,3223,200,201,,
"10170",0,0,0,0,465,0,0,522,0,0,0,0,0,0,0,8,419,7111,121,0,1265,83,65,,
"10172",0,0,0,0,312,0,0,109,105,0,0,345,0,0,0,0,420,11812,0,58,1734,96,110,,
"10178",0,0,0,0,349,17,80,467,0,0,0,374,0,0,0,14,732,10528,0,0,912,,,,
"10181",0,0,0,0,0,13,0,0,27,0,581,0,0,0,0,0,0,10618,0,0,1435,,,48,39
"10182",2766,0,6785,0,262,132,196,485,0,0,0,0,0,0,0,8,1568,12901,1092,3800,2365,136,130,,
"10185",0,0,0,0,344,0,0,188,0,0,0,0,0,0,0,0,2328,3047,0,0,487,,,,
"10192",0,0,0,9025,238,1058,853,0,249,439,0,212,0,0,0,0,930,9752,387,4073,2879,173,170,,
"10194",0,0,0,0,351,0,0,90,0,0,0,605,0,0,0,9,484,10184,25,0,1765,87,70,,
"10196",0,0,0,0,32802,0,0,706,0,0,0,0,0,0,3061,15,0,0,0,0,834,131,126,,
"10201",0,0,0,0,420,0,0,273,308,0,0,0,0,0,0,7,2760,6768,961,1176,1547,137,129,,
"10202",3020,6807,0,0,413,60,484,0,0,572,0,0,0,0,0,0,745,0,0,0,1006,,,,
"10204",0,0,0,6844,192,275,127,262,53,557,0,692,0,0,0,0,347,9803,877,5965,3156,184,185,,
"10205",0,0,0,2915,376,150,70,187,263,576,0,0,0,0,0,8,1361,10754,1391,7921,4310,275,284,,
"10206",0,0,9218,0,510,823,446,161,201,432,0,0,0,0,0,14,1670,11096,773,4115,3946,173,164,,
"10214",6625,2874,0,0,365,731,395,262,0,0,0,0,5361,0,0,0,0,13161,1253,0,2158,69,69,,
"10216",0,0,0,0,365,0,0,345,0,0,0,0,0,0,0,0,718,11826,0,0,1047,,,,
"10221",0,0,0,0,339,45,355,0,0,0,0,0,0,0,0,0,0,4268,459,0,1596,49,49,,
"10225",0,0,0,0,193,0,0,85,0,0,0,0,0,0,0,14,1309,6655,598,0,841,66,55,,
"10231",0,4377,0,0,344,1585,1034,240,233,530,0,332,0,0,0,8,709,11832,778,7105,2954,189,177,,
"10232",0,0,0,0,228,39,379,0,0,538,0,108,0,24814,0,0,228,0,696,0,1019,108,115,,
"10233",0,8851,0,0,423,675,355,305,63,568,0,0,0,0,0,21,2462,12033,1049,3461,2721,150,126,,
"10235",0,0,0,9740,176,770,254,0,0,389,0,0,0,0,0,0,0,0,0,716,985,126,124,,
"10240",0,0,0,0,242,8,126,102,0,0,0,0,0,0,0,30,1002,10207,0,0,1746,50,,,
"10243",0,0,0,0,0,0,0,46,0,0,534,0,0,0,0,20,0,12422,0,0,1070,,,,
"10245",0,0,0,0,0,130,193,0,1419,490,12831,0,0,0,0,0,2501,9760,711,0,2823,,,124,117
"10246",0,0,0,3441,195,948,311,135,59,0,0,0,0,0,0,7,4782,3763,666,4997,3819,93,91,,
"10248",0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,16,0,1138,0,0,363,,,,
"10249",0,0,3234,0,273,1093,330,482,415,287,0,729,0,0,0,15,8078,6979,703,5503,2941,189,169,,
"10252",0,0,0,6442,172,79,643,189,400,485,0,0,0,0,0,7,0,12030,1354,5595,3609,160,149,,
"10255",0,0,0,0,338,728,0,75,117,0,0,0,0,0,0,0,1099,0,0,0,2416,43,41,,
"10256",0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,9,1098,10525,32,0,839,91,73,,
"10264",0,0,0,0,239,32,205,162,0,0,0,0,0,0,0,7,0,12169,0,0,2962,,,,
"10265",0,0,6603,0,432,416,331,353,150,147,0,648,0,0,0,18,0,12075,1422,5810,3093,307,322,,
"10271",0,7869,0,0,273,611,534,428,1157,339,0,0,0,0,0,19,450,12079,761,5317,2836,156,151,,
"10272",0,0,6186,0,316,973,344,126,362,317,0,0,0,0,0,9,2123,11404,691,4388,4519,112,107,,
"10275",0,0,0,10873,293,674,0,340,0,380,0,0,0,0,0,0,0,0,0,0,1153,,,,
"10280",0,0,0,2358,463,336,177,703,277,531,0,0,0,0,0,14,9727,10407,613,2250,2424,71,67,,
"10281",0,0,0,5711,187,723,140,108,0,448,0,0,0,0,0,0,1972,0,0,2015,919,55,56,,
"10282",0,0,0,0,0,440,398,0,0,0,1063,0,0,0,0,7,0,10229,627,0,1448,7,,39,39
"10284",0,0,0,0,292,22,421,0,89,461,0,0,0,25064,0,120,0,0,854,0,1135,51,62,,
"10292",0,0,0,0,160,17,0,0,326,0,0,0,0,0,0,18,0,12388,0,269,1794,160,142,,
"10293",0,0,0,0,293,39,176,589,0,0,0,360,0,0,0,22,500,7893,319,0,3778,87,86,,
"10295",0,0,0,0,290,28,226,0,0,0,0,576,0,0,0,0,2929,10444,0,0,1524,,,,
"10297",0,0,0,0,547,249,66,0,0,0,0,0,0,0,0,0,2693,0,0,0,1045,,,,
"10298",0,0,0,0,432,0,0,102,0,0,0,508,0,0,0,0,701,9168,548,0,1061,56,76,,
"10300",0,0,0,10961,331,220,89,0,333,452,0,0,0,0,0,0,0,0,0,0,1329,78,71,,
"10309",0,13316,0,0,14,29,69,0,0,0,0,0,0,0,7216,0,0,0,0,0,881,39,39,,
"10310",6607,3320,0,0,212,108,251,0,283,0,0,71,0,0,0,0,598,0,0,0,1937,41,40,,
"10317",0,0,5966,0,324,46,113,157,293,599,0,0,0,0,0,115,295,12821,1257,6581,3643,200,186,,
"10319",0,0,0,4339,379,1026,656,557,0,675,0,391,0,0,0,17,2369,11655,1396,5072,4076,154,149,,
"10324",0,0,7898,0,389,874,558,252,892,114,0,0,0,0,0,0,0,11474,1134,5322,2923,162,156,,
"10325",0,0,0,0,332,0,0,142,0,0,0,0,0,0,0,9,957,9968,0,0,1181,,,,
"10326",9253,0,0,0,240,137,507,0,0,0,0,0,0,0,0,0,0,0,0,771,1923,54,58,,
"10329",0,0,6093,0,330,84,416,210,459,310,0,0,0,0,0,32,2851,11828,687,2993,5443,175,173,,
"10331",0,0,0,0,240,7,53,0,0,0,0,0,0,0,0,0,0,1823,0,0,2381,,,,
"10334",0,3060,5914,0,289,407,513,0,1294,250,0,0,0,0,0,0,754,12460,661,4175,2976,170,165,,
"10345",0,0,0,0,1732,0,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,390,84,82,,
"10349",0,0,0,0,346,800,0,121,356,0,0,800,0,0,0,0,428,9885,1276,0,1614,91,110,,
"10362",0,0,0,0,271,13,0,605,0,0,0,0,0,0,0,0,0,11579,0,0,1606,,,,
"10367",0,0,0,0,455,213,51,74,0,0,0,0,0,0,0,15,0,11096,0,0,2279,,,,
"10373",0,0,0,0,249,17,0,45,89,0,0,659,0,0,0,158,319,9924,1178,0,2827,111,97,,
"10374",0,2666,5523,0,452,192,606,842,476,692,0,0,0,0,0,0,1494,12554,1029,2241,3504,152,139,,
"10375",0,0,0,0,344,410,200,151,0,0,0,0,0,0,0,17,2905,10279,0,0,1521,,,,
"10382",0,2793,0,0,198,41,0,0,0,641,0,0,0,0,0,122,8005,0,0,0,629,8,,,
"10383",0,0,0,0,365,0,0,308,0,0,0,508,0,0,0,0,1751,9469,0,0,1092,,,,
"10388",0,0,0,0,194,0,76,0,410,439,0,0,0,19763,0,0,0,0,822,0,530,46,46,,
"10394",0,0,0,0,367,0,0,252,0,0,0,0,0,0,0,0,1605,12166,163,0,1354,92,81,,
"10396",6639,3965,0,0,189,85,98,0,258,0,0,0,0,0,0,0,495,0,0,708,1084,105,101,,
"10401",0,0,7284,2643,0,646,427,200,185,814,3657,0,0,0,0,0,0,10785,1681,0,1927,,,39,40
"10402",0,0,0,0,247,1049,0,107,0,0,0,0,0,0,0,17,2437,3932,0,0,768,,,,
"10403",0,0,0,0,416,0,0,232,0,0,0,0,0,0,0,0,487,12117,0,0,865,,,,
"10404",0,0,0,0,184,0,268,235,0,0,0,0,0,0,0,0,1594,9934,0,0,1157,,,,
"10406",3122,6857,0,0,364,196,430,0,0,509,0,0,0,0,0,0,0,0,0,0,2018,,,,
"10408",0,0,0,0,320,0,0,301,396,0,0,592,0,0,0,15,640,9772,534,0,1538,57,53,,
"10409",0,0,0,0,439,21,285,0,297,498,0,0,0,19001,0,0,423,0,1040,0,1935,87,86,,
"10413",0,0,0,0,336,0,0,344,0,0,0,0,0,0,0,8,1520,9904,1257,0,1201,52,71,,
"10415",3067,0,6648,0,324,859,147,0,328,790,0,0,0,0,0,0,1600,12629,5020,0,1713,169,152,,
"10416",2988,7499,0,0,227,72,99,0,0,0,0,0,0,0,0,0,0,0,0,850,707,62,55,,
"10418",0,0,0,0,456,0,572,0,125,567,0,588,0,18182,0,16,0,0,1274,0,862,90,89,,
"10419",0,0,0,0,239,0,0,412,0,0,0,0,0,0,0,108,358,11345,0,0,1408,,,,
"10420",0,0,0,0,424,33,74,243,0,0,0,0,0,0,0,16,563,11976,0,0,1906,,,,
"10425",6801,2577,0,0,451,891,187,147,233,594,0,0,0,0,0,17,1399,12003,861,2708,3042,176,178,,
"10426",0,0,0,0,0,21,0,519,0,0,210,0,0,0,0,0,0,9723,256,0,1506,,,42,40
"10427",0,9455,0,0,0,1805,347,307,0,821,6403,0,0,0,0,8,0,11508,532,0,2297,,,40,39
"10430",0,0,0,0,199,23,0,277,0,0,0,287,0,0,0,15,2290,1866,0,4458,2792,44,43,,
"10431",0,0,0,8809,392,58,80,0,69,276,0,0,0,0,0,0,0,0,0,1823,2049,62,56,,
"10435",0,0,0,0,405,0,0,0,233,0,0,0,0,0,0,0,2015,906,0,0,413,39,39,,
"10437",0,0,0,9916,175,32,53,0,132,0,0,0,0,0,0,0,0,0,0,495,1451,126,126,,
"10439",0,0,0,0,323,0,411,212,404,652,0,0,0,24336,0,17,0,0,908,0,1577,171,179,,
"10440",9151,0,0,0,263,531,284,0,87,0,0,0,0,0,0,0,1157,0,0,678,1095,55,55,,
"10449",0,0,0,4062,297,1245,308,42,0,209,0,0,0,0,0,0,1863,3058,342,8477,3692,201,206,,
"10452",0,0,5660,0,217,1362,255,496,473,855,0,0,0,0,0,0,1769,11973,1157,4921,3271,137,137,,
"10455",0,0,0,10184,185,24,0,0,231,601,0,0,0,0,0,0,0,0,0,700,881,89,87,,
"10460",0,0,6476,0,365,936,335,0,0,838,0,88,0,0,0,18,1065,0,0,2089,1106,94,70,,
"10461",0,0,0,7332,207,492,88,286,604,541,0,600,0,0,0,0,2357,8080,854,5488,3651,178,192,,
"10463",0,0,8021,0,0,71,112,172,373,0,9647,637,0,0,0,146,2505,1917,820,0,3653,11,,41,41
"10465",0,0,0,0,530,0,0,175,0,0,0,0,0,0,0,14,1321,0,0,0,1984,43,44,,
"10469",0,0,0,0,457,17,0,158,0,0,0,253,0,0,0,32,990,6413,315,0,1429,86,85,,
"10473",0,0,0,0,231,0,0,335,0,0,0,555,0,0,0,15,0,10375,0,323,1541,102,107,,
"10479",2071,0,0,0,303,55,145,431,232,471,0,0,0,0,0,0,7816,10075,868,5323,3324,122,123,,
"10482",0,0,0,0,451,0,0,132,0,0,0,104,0,0,0,15,0,11669,0,232,968,55,63,,
"10484",0,0,0,0,385,0,0,219,0,0,0,399,0,0,0,0,325,10460,0,0,854,,,,
"10487",0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,1467,6795,907,0,884,81,70,,
"10490",0,0,9274,0,323,34,0,439,566,304,0,0,0,0,0,9,1376,12059,704,4617,2799,101,102,,
"10492",0,0,6227,0,354,376,239,0,790,136,0,0,0,0,0,0,1045,12089,957,5438,5360,230,222,,
"10495",0,5003,0,0,406,127,1014,400,0,735,0,0,0,0,0,0,1756,12128,1351,5792,3818,188,180,,
"10500",0,5627,0,0,338,67,332,380,437,469,0,266,0,0,0,0,774,12080,1307,6981,3177,218,206,,
"10502",0,0,0,3184,0,131,291,63,309,0,13806,364,0,0,0,0,2119,10911,703,0,2220,,,43,42
"10508",0,0,7051,0,252,415,354,998,491,598,0,229,0,0,0,0,2764,11595,1424,3450,4123,146,157,,
"10509",6230,0,4097,0,354,153,279,0,0,574,0,0,0,0,0,0,1003,0,0,0,1264,,,,
"10511",0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,8,593,4274,634,0,653,52,50,,
"10512",0,0,0,9380,0,47,84,135,458,563,6883,0,0,0,0,0,0,10965,779,0,2707,,,49,41
"10516",0,0,0,0,475,22,90,73,0,0,0,336,0,0,0,0,2855,10567,0,0,1347,,,,
"10517",0,0,9322,0,185,726,431,0,157,671,0,0,0,0,0,0,1194,12440,444,5254,2498,188,214,,
"10518",0,7883,0,0,308,520,382,0,426,318,0,0,0,0,0,10,0,11581,1439,5441,3224,194,206,,
"10522",0,0,0,3409,402,288,480,0,709,584,0,0,0,0,0,8,3141,9545,966,7221,3083,129,138,,
"10526",0,0,0,0,223,33,0,50,0,0,0,819,0,0,0,8,62,11227,0,0,891,,,,
"10528",0,0,0,0,238,642,448,374,713,598,0,0,0,0,0,16,8032,10240,852,5055,2545,103,102,,
"10529",0,0,0,0,338,0,0,238,93,0,0,0,0,0,0,7,2798,8597,669,0,823,97,87,,
"10532",0,0,0,0,401,0,0,257,0,0,0,318,0,0,0,0,632,11055,0,0,774,,,,
"10537",5859,3130,0,0,280,103,0,0,166,834,0,0,0,0,0,0,0,0,0,103,1875,96,112,,
"10538",0,0,0,5590,428,73,361,0,0,385,0,0,0,0,0,0,0,0,0,3030,1920,115,127,,
"10539",0,0,0,0,315,0,0,54,0,0,0,0,0,0,0,8,941,11789,82,0,1249,71,92,,
"10540",0,0,0,0,159,0,0,472,0,0,0,0,0,0,0,0,4002,6797,0,0,792,15,,,
"10545",0,0,0,0,189,21,363,0,79,403,0,61,0,20074,0,7,0,0,540,0,953,135,136,,
"10546",2331,0,4658,0,232,503,731,0,309,714,0,0,0,0,0,9,1010,12306,841,5074,3394,160,175,,
"10548",7075,0,0,0,372,53,69,0,0,780,0,0,0,0,0,0,0,0,0,1997,1480,81,62,,
"10551",0,0,9145,0,149,172,801,452,414,526,0,0,0,0,0,0,120,3818,1228,3552,4111,46,46,,
"10561",0,0,0,0,348,465,321,0,0,0,0,405,0,0,0,34,0,7695,583,136,2712,116,121,,
"10564",0,5373,0,0,477,909,802,474,770,372,0,303,0,0,0,20,675,10561,879,7229,2273,158,170,,
"10565",7013,2816,0,0,0,110,321,407,928,530,3341,0,0,0,0,28,0,11912,1320,0,4190,,,83,82
"10567",0,0,0,0,211,26,0,176,0,0,0,0,0,0,0,0,0,3138,415,0,1617,43,42,,
"10571",0,0,0,0,210,8,451,0,64,402,0,0,0,20672,0,0,0,0,560,0,565,50,51,,
"10572",3601,6531,0,0,0,153,371,144,212,879,5467,0,0,0,0,0,0,12345,1295,0,2347,,,79,79
"10577",1165,3030,5432,0,464,751,551,0,1078,466,0,0,0,0,0,0,39,12031,805,4227,2355,123,114,,
"10578",0,0,0,10281,272,625,85,0,0,551,0,0,0,0,0,0,0,0,0,11,880,64,62,,
"10579",0,0,0,0,350,0,0,271,0,0,0,507,0,0,0,144,445,9696,496,153,1445,143,141,,
"10594",1242,8787,0,0,0,1434,0,374,182,0,7532,0,0,0,0,0,0,11018,653,0,2155,,,80,79
"10601",0,0,0,10643,231,1012,114,0,0,0,0,0,0,0,0,0,0,0,0,0,287,,,,
"10603",1761,8011,0,0,353,320,332,96,181,659,0,0,0,0,0,7,0,11984,1150,3732,2914,256,257,,
"10606",0,0,0,10262,351,76,131,0,0,215,0,0,0,0,0,154,130,0,0,343,1682,56,60,,
"10607",0,0,0,0,285,0,0,211,0,0,0,0,0,0,0,14,0,3099,0,0,406,,,,
"10608",0,0,0,0,442,449,317,0,0,0,0,0,0,0,0,15,0,9667,1094,0,2179,73,62,,
"10609",0,0,5511,0,427,1012,423,643,699,651,0,0,0,0,0,17,2174,12637,816,4703,3335,128,124,,
"10615",0,0,2629,0,193,82,641,196,0,980,0,244,0,0,0,15,6857,11952,807,3188,3430,174,184,,
"10620",0,0,8096,0,186,519,263,59,242,635,0,0,0,0,0,0,2574,10972,1126,3287,3478,91,95,,
"10621",0,0,8185,0,294,79,293,0,337,309,0,775,0,0,0,0,1886,12105,1176,3999,3236,125,119,,
"10628",0,0,0,6741,362,571,419,214,401,309,0,793,0,0,0,8,2092,11934,1330,3708,2503,138,123,,
"10629",0,0,5740,0,320,32,0,719,201,488,0,0,0,0,0,8,688,11876,958,6757,3492,123,116,,
"10630",0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,9,1425,6834,968,0,673,46,78,,
"10631",0,0,0,6965,252,171,110,103,408,626,0,0,0,0,0,0,2793,10408,1234,3576,5416,128,112,,
"10633",0,0,10093,0,0,109,0,0,1148,763,3570,748,0,0,0,0,252,12100,1612,0,2113,,,78,78
"10634",0,0,0,0,299,0,0,133,262,656,0,0,0,24335,0,0,1133,0,875,0,1307,205,185,,
"10636",1833,5010,2297,0,231,113,136,75,0,745,0,0,0,0,0,0,0,0,0,0,1868,,,,
"10638",0,0,0,0,7,0,0,0,604,0,0,0,0,0,1766,34990,0,0,0,0,543,84,85,,
"10643",0,0,5715,0,376,870,318,100,103,496,0,0,0,0,0,0,1406,12420,1672,5462,3254,161,162,,
"10648",0,0,9973,0,412,60,243,0,357,0,0,0,0,0,0,0,0,0,0,0,1247,43,42,,
"10649",0,0,0,0,178,35,211,94,180,0,0,0,0,0,0,8,1569,10202,699,0,958,43,43,,
"10652",0,0,0,0,225,9,0,0,0,0,0,0,0,0,0,0,0,3805,0,0,730,8,,,
"10656",0,0,0,6719,250,128,263,530,0,459,0,214,0,0,0,25,897,11896,736,3289,6154,167,170,,
"10657",0,0,5930,2764,422,242,427,129,252,192,0,297,0,0,0,0,310,11632,1747,4091,3406,176,175,,
"10659",0,9063,0,0,433,481,643,43,0,447,0,407,0,0,0,0,404,12100,1166,3859,2884,166,168,,
"10660",0,0,0,0,300,0,0,0,84,0,0,0,0,0,0,19,0,11705,0,483,1276,144,131,,
"10661",0,0,0,0,193,168,42,216,0,0,0,0,0,0,0,16,1441,9197,912,0,1844,73,56,,
"10662",3318,2580,3505,0,235,113,0,277,0,420,0,0,0,0,0,0,914,0,0,226,1469,91,89,,
"10666",0,0,2044,0,367,187,395,120,378,444,0,0,0,0,0,41,10604,12387,768,2546,2823,50,50,,
"10668",0,0,0,0,0,684,0,136,0,0,1848,0,0,0,0,0,0,6391,0,0,825,,,,
"10669",0,0,9008,0,362,379,89,357,163,500,0,124,0,0,0,7,713,12157,800,3730,3426,260,254,,
"10670",2317,5632,0,0,307,77,92,0,156,0,0,0,0,0,0,0,0,0,0,3193,645,81,91,,
"10672",6422,0,0,0,204,142,223,0,201,390,0,0,0,0,0,0,0,0,0,2552,1761,93,95,,
"10673",0,0,10038,0,274,48,251,496,0,0,0,0,0,0,0,0,541,0,0,0,2054,9,,,
"10680",0,5762,0,0,348,420,697,0,0,828,0,628,0,0,0,8,3566,11871,578,5163,3206,89,91,,
"10683",0,0,0,0,350,87,0,354,0,0,0,0,0,0,0,0,65,10137,24,0,1680,87,72,,
"10685",0,0,0,0,398,185,152,0,0,0,0,0,0,0,0,11,572,12407,0,0,1382,,,,
"10687",8770,0,0,0,364,113,241,0,255,500,0,0,0,0,0,0,0,0,0,94,1568,126,120,,
"10690",0,0,0,5927,424,1547,835,0,0,299,0,0,0,0,0,0,527,0,0,2109,1580,41,41,,
"10693",0,0,0,9375,183,1074,444,0,0,0,0,0,0,0,0,0,0,0,0,1049,640,72,69,,
"10695",0,0,0,0,472,0,0,317,0,0,0,0,0,0,0,15,1118,0,0,0,2726,15,,,
"10698",0,0,0,0,232,0,0,207,0,0,0,0,0,0,0,16,640,11833,149,0,1386,69,85,,
"10701",0,2991,6536,0,242,1128,355,149,161,852,0,438,0,0,0,0,318,11479,1333,4212,2391,71,62,,
"10703",0,0,0,9887,386,1081,175,0,0,660,0,0,0,0,0,0,1033,0,0,0,690,8,,,
"10704",0,0,0,0,131,0,0,274,0,0,0,686,0,0,0,123,54,10735,417,0,2045,126,142,,
"10705",0,0,0,13436,14,11,0,0,206,0,0,0,0,0,5785,0,1745,0,0,0,2217,40,40,,
"10708",0,0,5860,0,229,989,299,329,118,679,0,465,0,0,0,28,2421,11609,1069,4692,2611,162,164,,
"10709",6893,3872,0,0,170,270,295,0,0,478,0,0,0,0,0,0,0,0,0,0,557,,,,
"10711",0,0,0,0,222,253,0,0,76,0,0,90,0,0,0,0,0,9820,84,0,1788,123,128,,
"10712",0,0,0,6171,162,164,379,0,32,543,0,0,0,0,0,0,1693,0,0,780,3086,95,104,,
"10713",0,0,0,0,257,15,50,0,0,0,0,443,0,0,0,79,890,10098,0,0,1184,,,,
